dataset_id,title,description,source,agency,category,tags,geographic_coverage,format,license,status,last_updated,created_date,frequency,coverage_start,coverage_end,record_count,file_size,url,data_type,api_required,api_key_required,auto_generated_description,quality_score,extraction_timestamp
d_aa56cfd7dd8efa83312292fdcb2b2aec,Newspapers-Malaya Tribune-1934 to 1938,"This dataset is a list of digitised out-of-copyright newspaper articles from the National Library, Singapore. 

These materials present a valuable resource on Singapore’s history, art and culture, digitised as part of an endeavour to preserve and provide better access to resources located within the library to enable users to explore and discover these resources.

For enquiries, please email ref@nlb.gov.sg",data.gov.sg,National Library Board,general,,Singapore,CSV,Singapore Open Data License,active,2024-06-06T14:53:27+08:00,2022-09-27T19:27:07+08:00,Unknown,2024-03-01T00:00:00+08:00,2025-03-01T00:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_aa56cfd7dd8efa83312292fdcb2b2aec/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_8bdb83a1e333289738604756b1a291f9,Age-standardised incidence rate of stroke by gender,The incidence rates were directly age-standardised using the Segi World Population.,data.gov.sg,Health Promotion Board,general,,Singapore,CSV,Singapore Open Data License,active,2024-06-06T14:47:19+08:00,2019-11-19T14:31:05+08:00,Unknown,2005-01-01T08:00:00+08:00,2014-12-31T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_8bdb83a1e333289738604756b1a291f9/view,,,,False,0.85,2025-06-26T05:19:09.317291
d_ae458e073934907b5613b227e6cf5b37,Services available on the Health Appointment System,Service types which HAS offers. Join with the institution-offering dataset to draw insights about coverage for each service type across Singapore,data.gov.sg,Open Government Products,general,,Singapore,CSV,Singapore Open Data License,active,2024-09-23T13:30:04+08:00,2024-09-23T13:22:39+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_ae458e073934907b5613b227e6cf5b37/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_3652a97896728f666a543f2596e0dd51,Retail pharmacy locations (KML),"Dataset containing information on retail, pharmacy, locations. provided by Health Sciences Authority. covering Singapore.",data.gov.sg,Health Sciences Authority,general,,Singapore,KML,Singapore Open Data License,active,2024-06-06T14:30:47+08:00,2015-09-30T00:00:00+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_3652a97896728f666a543f2596e0dd51/view,,,,True,1.0,2025-06-26T05:19:09.317291
d_d35d2d0a53b43d45fa58286dc0e23fd2,Newspapers-Singapore Standard-1950 to 1953,"This dataset is a list of digitised out-of-copyright newspaper articles from the National Library, Singapore. 

These materials present a valuable resource on Singapore’s history, art and culture, digitised as part of an endeavour to preserve and provide better access to resources located within the library to enable users to explore and discover these resources.

For enquiries, please email ref@nlb.gov.sg",data.gov.sg,National Library Board,general,,Singapore,CSV,Singapore Open Data License,active,2024-06-06T15:01:38+08:00,2022-09-28T19:09:13+08:00,Unknown,2024-03-01T00:00:00+08:00,2025-03-01T00:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_d35d2d0a53b43d45fa58286dc0e23fd2/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_56afee769145854de7f7dce2351f08cb,SAFRA Centres (KML),"Dataset containing information on safra, centres, kml. provided by Ministry of Defence. covering Singapore.",data.gov.sg,Ministry of Defence,general,,Singapore,KML,Singapore Open Data License,active,2024-06-06T14:37:11+08:00,2012-11-23T00:00:00+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_56afee769145854de7f7dce2351f08cb/view,,,,True,0.9,2025-06-26T05:19:09.317291
d_773cb036f3165106676fd970ee74bfdd,SportsFields@SG (SHP),"Dataset containing information on sportsfields, shp. provided by Health Promotion Board. covering Singapore.",data.gov.sg,Health Promotion Board,general,,Singapore,SHP,Singapore Open Data License,active,2024-06-06T14:42:59+08:00,2014-04-17T00:00:00+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_773cb036f3165106676fd970ee74bfdd/view,,,,True,1.0,2025-06-26T05:19:09.317291
d_a166bc31ce8cb823b22467fb0798dff7,Convicted Penal Admission by Education Level,Convicted penal inmates admitted in each year breakdown by education level.,data.gov.sg,Singapore Prison Service,general,,Singapore,CSV,Singapore Open Data License,active,2024-06-06T14:51:35+08:00,2018-07-17T10:52:38+08:00,Unknown,2006-01-01T08:00:00+08:00,2022-12-31T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_a166bc31ce8cb823b22467fb0798dff7/view,,,,False,0.85,2025-06-26T05:19:09.317291
d_de9a32cc338823ee9d58c3b7576fa267,Historical Wind Speed across Singapore (2023),"Historical wind speed across Singapore. All timestamps are provided in Singapore Time (SGT), formatted in ISO 8601.

Please note that some dates may be missing from the dataset. We are currently in the process of back-filling these missing records to provide a more complete dataset.

DISCLAIMER: This dataset has not undergone quality control procedures applied to climate data and records. For official climate records or climate data reports, please contact sales_climo@nea.gov.sg. Please note that fees may apply for data and report preparation.",data.gov.sg,National Environment Agency,general,,Singapore,CSV,Singapore Open Data License,active,2025-05-06T00:57:52+08:00,2025-05-06T00:47:27+08:00,Unknown,2023-01-01T08:00:00+08:00,2023-12-31T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_de9a32cc338823ee9d58c3b7576fa267/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_cbc8f50a3fc0662d460fd70bda4b8ae1,MP08 Mapsheet GPR Text-CA (KML),"Dataset containing information on mapsheet, gpr, text. provided by Urban Redevelopment Authority. covering Singapore.",data.gov.sg,Urban Redevelopment Authority,general,,Singapore,KML,Singapore Open Data License,active,2024-06-06T15:00:15+08:00,2011-03-25T00:00:00+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_cbc8f50a3fc0662d460fd70bda4b8ae1/view,,,,True,1.0,2025-06-26T05:19:09.317291
d_8cfe111e0a5a5cf5b598e78851e58ad4,Listing of Registered Medical Devices - Apr 2025,Listing of Registered Medical Devices - CSV Format,data.gov.sg,Health Sciences Authority,general,,Singapore,CSV,Singapore Open Data License,active,2025-05-29T00:14:32+08:00,2025-05-20T19:23:03+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_8cfe111e0a5a5cf5b598e78851e58ad4/view,,,,False,0.7,2025-06-26T05:19:09.317291
d_eb1c7c0c9ee013f9be42cc8abf523326,"Tanker Arrivals Total, Annual Data",This dataset shows the annual number of tanker arrivals (>75 GT) and shipping tonnage by type. Only vessels that are more than 75 Gross Tonners are included.,data.gov.sg,Maritime and Port Authority of Singapore,general,,Singapore,CSV,Singapore Open Data License,active,2025-01-17T09:32:51+08:00,2017-08-22T18:05:31+08:00,Unknown,2002-01-01T08:00:00+08:00,2024-01-01T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_eb1c7c0c9ee013f9be42cc8abf523326/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_03c133a999057087ebc3a783fba5bfa8,Traffic Lights,"Transportation and mobility data including traffic, lights. provided by Land Transport Authority. covering Singapore.",data.gov.sg,Land Transport Authority,general,,Singapore,CSV,Singapore Open Data License,active,2024-06-06T14:20:50+08:00,2016-04-29T02:19:13+08:00,Unknown,1994-01-01T08:00:00+08:00,2017-12-31T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_03c133a999057087ebc3a783fba5bfa8/view,,,,True,0.9,2025-06-26T05:19:09.317291
d_29c621045011e19ccff74461ef4d67ac,Newspapers-Pinang Gazette and Straits Chronicle-1838 to 1839,"This dataset is a list of digitised out-of-copyright newspaper articles from the National Library, Singapore. 

These materials present a valuable resource on Singapore’s history, art and culture, digitised as part of an endeavour to preserve and provide better access to resources located within the library to enable users to explore and discover these resources.

For enquiries, please email ref@nlb.gov.sg",data.gov.sg,National Library Board,general,,Singapore,CSV,Singapore Open Data License,active,2024-06-06T14:28:37+08:00,2024-03-19T10:01:50+08:00,Unknown,2024-03-01T00:00:00+08:00,2025-03-01T00:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_29c621045011e19ccff74461ef4d67ac/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_139eba997a127a7eb7c6ad37cbfe6254,"Resident Working Persons Aged 15 Years and Over by Age Group, Highest Qualification Attained and Sex (Census of Population 2000)","Source: SINGAPORE DEPARTMENT OF STATISTICS

Data Last Updated: 31/03/2016

Update Frequency: 10 years

Survey period: Census of Population 2000

Adapted from: https://tablebuilder.singstat.gov.sg/table/CT/8921",data.gov.sg,Singapore Department of Statistics,general,,Singapore,CSV,Singapore Open Data License,active,2025-06-21T23:01:05+08:00,2024-10-26T21:41:45+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_139eba997a127a7eb7c6ad37cbfe6254/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_15fedf3e20474f69373e526fdf623b6f,Amendment to MP2014 Rail Line,"Dataset containing information on amendment, rail, line. provided by Urban Redevelopment Authority. covering Singapore.",data.gov.sg,Urban Redevelopment Authority,general,,Singapore,GEOJSON,Singapore Open Data License,active,2024-06-06T14:24:31+08:00,2023-07-31T17:42:07+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_15fedf3e20474f69373e526fdf623b6f/view,,,,True,1.0,2025-06-26T05:19:09.317291
d_b1662d28c2340182b526c480a9e5b33e,SDCP MRT Station Point Name (KML),"Dataset containing information on sdcp, mrt, station. provided by Urban Redevelopment Authority. covering Singapore.",data.gov.sg,Urban Redevelopment Authority,general,,Singapore,KML,Singapore Open Data License,active,2024-06-06T14:54:53+08:00,2011-03-26T00:00:00+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_b1662d28c2340182b526c480a9e5b33e/view,,,,True,1.0,2025-06-26T05:19:09.317291
d_a95a2681feaae4ef1a2de597faa6cfab,SDCP MRT Station Point Name (SHP),"Dataset containing information on sdcp, mrt, station. provided by Urban Redevelopment Authority. covering Singapore.",data.gov.sg,Urban Redevelopment Authority,general,,Singapore,SHP,Singapore Open Data License,active,2024-06-06T14:53:06+08:00,2011-03-26T00:00:00+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_a95a2681feaae4ef1a2de597faa6cfab/view,,,,True,1.0,2025-06-26T05:19:09.317291
d_48143a2b16027afcadeb362352b0266a,Principal Causes of Death,"Top 10 principal causes of death

The Mortality Tabulation List of the International Classification of Diseases - Tenth Revision has replaced the Ninth Revision as the adopted code set for the derivation of causes of death w.e.f Year 2012.

Refers to the top 10 principal causes of death only.",data.gov.sg,Ministry of Health,general,,Singapore,CSV,Singapore Open Data License,active,2024-06-06T14:34:02+08:00,2017-02-19T06:47:17+08:00,Unknown,2006-01-01T08:00:00+08:00,2022-12-31T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_48143a2b16027afcadeb362352b0266a/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_0860d31926593c4d09cc49d0d8dafeca,Tax Rates for Corporate Income Tax,"* For Year of Assessment (YA) 2003 to 2007, a partial tax exemption is given up to S$100,000 of the company's chargeable income (excluding Singapore franked dividends) that is subject to tax at the normal corporate tax rate as follows:
	- 75% tax exemption for the first S$10,000 chargeable income
	- 50% tax exemption for the next S$90,000 chargeable income
* Effective from YA 2008, the threshold for partial tax exemption has been increased to S$300,000 as follows:
	- 75% tax exemption for the first S$10,000 normal chargeable income
	- 50% tax exemption for the next S$290,000 normal chargeable income
* Effective from YA 2020, the threshold for partial tax exemption has been reduced to S$200,000 as follows:
	- 75% tax exemption for the first S$10,000 normal chargeable income
	- 50% tax exemption for the next S$190,000 normal chargeable income
* Effective from YA 2005, for qualifying new start-up companies, full tax exemption is given up to S$100,000 of the company’s chargeable income (excluding Singapore franked dividends) that is subject to tax at the normal corporate tax rate for the first three consecutive YAs. From YA 2008, the threshold for tax exemption has been increased to S$300,000 as follows:
  	- 100% tax exemption for the first S$100,000 normal chargeable income
	- 50% tax exemption for the next S$200,000 normal chargeable income
* From YA 2020, the tax exemption to be granted to qualifying new start-up companies for each applicable YA is adjusted as follows:
	- 75% tax exemption for the first S$100,000 normal chargeable income
	- 50% tax exemption for the next S$100,000 normal chargeable income

* Normal chargeable income refers to income to be taxed at the prevailing corporate tax rate. 

* For YA 2011, a tax rebate of 20% capped at S$10,000 or cash grant of 5% of revenue capped at S$5,000, whichever is higher is given. The 20% tax rebate is on tax payable (excluding tax on income subject to final withholding tax and tax deducted at source).	
* For YA 2012, a cash grant of 5% of revenue capped at S$5,000 is given.
* For YA 2013 to 2015, a tax rebate of 30% capped at S$30,000 per YA is given. The 30% tax rebate is on tax payable (excluding tax on income subject to final withholding tax and tax deducted at source).
* For YA 2016, a tax rebate of 50% capped at S$20,000 is given. The 50% tax rebate is on tax payable (excluding tax on income subject to final withholding tax and tax deducted at source).
* For YA 2017, a tax rebate of 50% capped at S$25,000 is given. The 50% tax rebate is on tax payable (excluding tax on income subject to final withholding tax and tax deducted at source).
* For YA 2018, a tax rebate of 40% capped at S$15,000 is given. The 40% tax rebate is on tax payable (excluding tax on income subject to final withholding tax and tax deducted at source).
* For YA 2019, a tax rebate of 20% capped at S$10,000 is given. The 20% tax rebate is on tax payable (excluding tax on income subject to final withholding tax and tax deducted at source).
* For YA 2020, a tax rebate of 25% capped at S$15,000 is given. The 25% tax rebate is on tax payable (excluding tax on income subject to final withholding tax and tax deducted at source).
* For YA 2024, a cash payout of S$2,000 (for eligible companies which have employed at least one local employee in 2023) or a tax rebate of 50% (capped at S$40,000), whichever is the higher amount, is given. The 50% tax rebate  is on tax payable (excluding tax on income subject to final withholding tax and tax deducted at source).  ",data.gov.sg,Inland Revenue Authority of Singapore,general,,Singapore,CSV,Singapore Open Data License,active,2024-09-02T18:43:07+08:00,2016-08-11T00:38:18+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_0860d31926593c4d09cc49d0d8dafeca/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_80ece7b4cf25e843592ef0431f96f6e2,PA Courses (2017 - 2020),"Number of People's Association Courses by Type, Annual",data.gov.sg,People's Association,general,,Singapore,CSV,Singapore Open Data License,active,2024-06-06T15:23:19+08:00,2021-05-12T17:54:30+08:00,Unknown,2017-01-01T08:00:00+08:00,2020-01-01T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_80ece7b4cf25e843592ef0431f96f6e2/view,,,,False,0.85,2025-06-26T05:19:09.317291
d_b7df50048b00ad506005bb99de023728,MP14 SDCP BH PLAN - Building Height Control Text (No of storeys) (SHP),"Dataset containing information on sdcp, plan, building. provided by Urban Redevelopment Authority. covering Singapore.",data.gov.sg,Urban Redevelopment Authority,general,,Singapore,SHP,Singapore Open Data License,active,2024-06-06T14:56:18+08:00,2016-01-20T00:00:00+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_b7df50048b00ad506005bb99de023728/view,,,,True,1.0,2025-06-26T05:19:09.317291
d_8ce983e6b90d94010dbcd10a24ded26e,Newspapers-Pinang Gazette and Straits Chronicle-1906 to 1910,"This dataset is a list of digitised out-of-copyright newspaper articles from the National Library, Singapore. 

These materials present a valuable resource on Singapore’s history, art and culture, digitised as part of an endeavour to preserve and provide better access to resources located within the library to enable users to explore and discover these resources.

For enquiries, please email ref@nlb.gov.sg",data.gov.sg,National Library Board,general,,Singapore,CSV,Singapore Open Data License,active,2024-04-02T21:40:53+08:00,2024-03-20T08:49:44+08:00,Unknown,2024-03-01T00:00:00+08:00,2025-03-01T00:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_8ce983e6b90d94010dbcd10a24ded26e/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_b2778a9e4532d57cb9201c68cb5f2238,Wireless HotSpots (KML),"Dataset containing information on wireless, hotspots, kml. provided by Info-communications Media Development Authority. covering Singapore.",data.gov.sg,Info-communications Media Development Authority,general,,Singapore,KML,Singapore Open Data License,active,2024-06-06T14:55:06+08:00,2015-03-10T00:00:00+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_b2778a9e4532d57cb9201c68cb5f2238/view,,,,True,1.0,2025-06-26T05:19:09.317291
d_3e7bd261208ec0a16da0dfb36344f064,Average Monthly Household Income Among Resident Households by Highest Qualification Attained of Main Income Earner and Type of Dwelling (Household Expenditure Survey 2012/13),"Source: SINGAPORE DEPARTMENT OF STATISTICS

Data Last Updated: 29/07/2019

Update Frequency: 5 years

Survey period: Household Expenditure Survey 2012/13

Footnotes: Income data include employer CPF contributions.

Adapted from: https://tablebuilder.singstat.gov.sg/table/CT/16409",data.gov.sg,Singapore Department of Statistics,general,,Singapore,CSV,Singapore Open Data License,active,2024-10-27T23:22:30+08:00,2024-10-27T22:32:54+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_3e7bd261208ec0a16da0dfb36344f064/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_ace7c3e5be95fa314d4dad539c423927,"Home Ownership Plus Education Scheme Approvals, Annual","Source: MINISTRY OF SOCIAL AND FAMILY DEVELOPMENT

Data Last Updated: 24/05/2024

Update Frequency: Annual

Adapted from: https://tablebuilder.singstat.gov.sg/table/TS/M890811",data.gov.sg,Singapore Department of Statistics,general,,Singapore,CSV,Singapore Open Data License,active,2025-06-15T22:01:16+08:00,2024-10-24T16:22:09+08:00,Unknown,2004-01-01T08:00:00+08:00,2023-12-31T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_ace7c3e5be95fa314d4dad539c423927/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_e91e48775b42ced4233a75af249887eb,"Percent Change In Consumer Price Index (CPI) Over Corresponding Period Of Previous Year, 2019 As Base Year, Half-Yearly","Source: SINGAPORE DEPARTMENT OF STATISTICS

Data Last Updated: 23/01/2025

Update Frequency: Half-Yearly

Footnotes: The weighting pattern of the Consumer Price Index (CPI) was derived from the expenditure values collected from the 2017/18 Household Expenditure Survey (HES) and updated to 2019 values by taking into account price changes between 2017/18 and 2019.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).

Adapted from: https://tablebuilder.singstat.gov.sg/table/TS/M213201",data.gov.sg,Singapore Department of Statistics,general,,Singapore,CSV,Singapore Open Data License,active,2025-02-05T23:00:53+08:00,2023-03-28T18:18:01+08:00,Unknown,1961-01-01T08:00:00+08:00,2024-12-31T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_e91e48775b42ced4233a75af249887eb/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_100696c30736d0db2992a2fdeaea6a10,"Most Important Factors Limiting Export Orders (Forecast for Next 3 Mths), Total Mfg","Dataset containing information on most, important, factors. provided by Economic Development Board. covering Singapore.",data.gov.sg,Economic Development Board,general,,Singapore,CSV,Singapore Open Data License,active,2024-06-06T14:23:37+08:00,2017-01-04T22:20:41+08:00,Unknown,2003-01-01T08:00:00+08:00,2019-03-31T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_100696c30736d0db2992a2fdeaea6a10/view,,,,True,1.0,2025-06-26T05:19:09.317291
d_465c5bd4a9adae523f9577371daf5e24,"Resident Labour Force Participation Rate Aged 15 Years And Over By Age And Sex, End June, Annual","Source: MINISTRY OF MANPOWER, SINGAPORE DEPARTMENT OF STATISTICS

Data Last Updated: 28/01/2025

Update Frequency: Annual

Footnotes: Residents comprise Singapore citizens and permanent residents.  Rates are based on mid-year Labour Force Survey except Census years 1990, 2000 and General Household Surveys 1995 and 2005.  Data from the Labour Force Survey are not comparable with those from Censuses 1990 and 2000 and GHS 1995 and 2005 due to differences in coverage and methodology.  To facilitate comparison with 2008, 2007 Labour Force Survey data have been adjusted based on Singapore Department of Statistics revised population estimates (released in February 2008) which exclude Singapore residents who have been away from Singapore for a continuous period of 12 months or longer.

Adapted from: https://tablebuilder.singstat.gov.sg/table/TS/M182201",data.gov.sg,Singapore Department of Statistics,general,,Singapore,CSV,Singapore Open Data License,active,2025-06-11T20:00:53+08:00,2024-10-22T17:51:08+08:00,Unknown,1990-01-01T08:00:00+08:00,2024-12-31T08:00:00+08:00,0.0,Unknown,https://data.gov.sg/datasets/d_465c5bd4a9adae523f9577371daf5e24/view,,,,False,1.0,2025-06-26T05:19:09.317291
d_e34261c5ccace716132b55a5b02ebb1f,Dengue (Cases) - South West (GEOJSON),"Dataset containing information on dengue, cases, south. provided by National Environment Agency. covering Singapore.",data.gov.sg,National Environment Agency,general,,Singapore,GEOJSON,Singapore Open Data License,active,2024-06-06T15:04:38+08:00,2019-01-31T00:00:00+08:00,Unknown,,,0.0,Unknown,https://data.gov.sg/datasets/d_e34261c5ccace716132b55a5b02ebb1f/view,,,,True,1.0,2025-06-26T05:19:09.317291
